"Chromosome","Position","Strand","CX","PerMeth_S1","Meth_S1","UnMeth_S1","PerMeth_S2","Meth_S2","UnMeth_S2","PerMeth_S3","Meth_S3","UnMeth_S3","PerMeth_S4","Meth_S4","UnMeth_S4"
"NC_003070.9",221878,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221884,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221885,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221886,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221891,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221892,"+","CHG",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221893,"+","CG",0,0,2,0,0,3,NA,NA,NA,0,0,1
"NC_003070.9",221894,"-","CG",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",221898,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221900,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221901,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221905,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221908,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221910,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221912,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221913,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221914,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221917,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221918,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221925,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221926,"+","CHG",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221928,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221929,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221932,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221933,"+","CHG",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221935,"-","CHG",9,1,10,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",221937,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221940,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221941,"+","CHG",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221943,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221944,"-","CHH",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",221952,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221954,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221955,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221958,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221959,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221961,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221964,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221965,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221967,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,2
"NC_003070.9",221973,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221977,"-","CHH",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",221979,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221981,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221984,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221985,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221989,"+","CHG",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221990,"+","CG",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221991,"-","CG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221993,"+","CG",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221994,"-","CG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221997,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",221998,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",221999,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",222001,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",222002,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",222005,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222006,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",222009,"+","CHG",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",222011,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222015,"+","CHH",0,0,2,0,0,3,NA,NA,NA,0,0,3
"NC_003070.9",222020,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222021,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222024,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222025,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222028,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222032,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222035,"+","CHG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222037,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222040,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222044,"+","CG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222045,"-","CG",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222048,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222049,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222050,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222051,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222056,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222058,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222059,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222061,"+","CHG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222062,"+","CG",0,0,2,0,0,2,0,0,1,33,1,2
"NC_003070.9",222063,"-","CG",9,1,10,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222066,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222068,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222069,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222072,"+","CHG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222074,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222077,"+","CG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222078,"-","CG",0,0,10,0,0,11,NA,NA,NA,0,0,5
"NC_003070.9",222085,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222086,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222087,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222089,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222090,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222092,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222097,"-","CHH",0,0,9,0,0,11,NA,NA,NA,17,1,5
"NC_003070.9",222098,"-","CHH",0,0,10,0,0,10,NA,NA,NA,0,0,5
"NC_003070.9",222100,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222102,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222105,"-","CHH",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222106,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222107,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222109,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222110,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222112,"+","CHG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222113,"+","CG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222114,"-","CG",0,0,10,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222119,"+","CHG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222120,"+","CG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222121,"-","CG",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222123,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222128,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222131,"+","CG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222132,"-","CG",0,0,5,0,0,8,NA,NA,NA,0,0,5
"NC_003070.9",222133,"-","CHG",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222134,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222135,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222139,"+","CG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222140,"-","CG",20,2,8,0,0,9,NA,NA,NA,0,0,6
"NC_003070.9",222141,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222143,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222144,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222147,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222151,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222153,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222154,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222155,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222156,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222158,"+","CG",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222159,"-","CG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222162,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222163,"+","CHH",0,0,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222166,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222167,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222169,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222170,"-","CG",0,0,11,9,1,10,NA,NA,NA,0,0,6
"NC_003070.9",222171,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222172,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222173,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222174,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222177,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222180,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222183,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222186,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222189,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222192,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222193,"-","CG",0,0,10,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222194,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222197,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222198,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222199,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222201,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222207,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222209,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222211,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222212,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222214,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222218,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222220,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222222,"+","CG",0,0,3,0,0,3,0,0,1,0,0,2
"NC_003070.9",222223,"-","CG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222225,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222226,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222227,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222228,"-","CG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222231,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222234,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222237,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222238,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222239,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222242,"-","CHH",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222243,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222246,"-","CHH",0,0,11,9,1,10,NA,NA,NA,0,0,6
"NC_003070.9",222247,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,2
"NC_003070.9",222249,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222252,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222255,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222256,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222257,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222258,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222260,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222262,"-","CHG",0,0,10,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222263,"-","CHH",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222264,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222266,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222267,"-","CG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222270,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222271,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222272,"-","CG",0,0,10,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222273,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222275,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222276,"-","CG",0,0,11,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222277,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222279,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222281,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222282,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222284,"+","CHG",0,0,2,0,0,3,0,0,1,33,1,2
"NC_003070.9",222286,"-","CHG",0,0,11,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222287,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,2
"NC_003070.9",222293,"-","CHH",0,0,11,0,0,10,NA,NA,NA,17,1,5
"NC_003070.9",222295,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222296,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222298,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222300,"-","CHG",0,0,12,0,0,11,NA,NA,NA,17,1,5
"NC_003070.9",222303,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222304,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222308,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222311,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222316,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222317,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222320,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222322,"+","CHH",33,1,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222325,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222327,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222328,"-","CG",0,0,12,9,1,10,NA,NA,NA,0,0,6
"NC_003070.9",222331,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222333,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222334,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222335,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222338,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222340,"-","CHG",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222341,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222343,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222345,"-","CHG",0,0,12,10,1,9,NA,NA,NA,0,0,6
"NC_003070.9",222348,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222350,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222351,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222356,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222358,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222359,"+","CHG",33,1,2,0,0,3,0,0,1,0,0,3
"NC_003070.9",222361,"-","CHG",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222364,"-","CHH",0,0,12,0,0,12,NA,NA,NA,0,0,6
"NC_003070.9",222365,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222381,"-","CHH",0,0,12,0,0,12,NA,NA,NA,0,0,6
"NC_003070.9",222383,"-","CHH",0,0,12,0,0,12,NA,NA,NA,0,0,6
"NC_003070.9",222387,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222391,"-","CHH",8,1,11,0,0,12,NA,NA,NA,0,0,6
"NC_003070.9",222395,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222396,"-","CHH",0,0,12,0,0,12,NA,NA,NA,0,0,6
"NC_003070.9",222403,"-","CHH",0,0,12,8,1,11,NA,NA,NA,0,0,6
"NC_003070.9",222405,"-","CHH",0,0,12,8,1,11,NA,NA,NA,0,0,6
"NC_003070.9",222407,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222414,"-","CHH",0,0,12,0,0,12,NA,NA,NA,0,0,6
"NC_003070.9",222417,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222419,"-","CHG",0,0,12,8,1,11,NA,NA,NA,0,0,6
"NC_003070.9",222428,"-","CHH",0,0,13,0,0,12,NA,NA,NA,0,0,6
"NC_003070.9",222430,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222435,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222437,"-","CHG",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222440,"-","CHH",0,0,12,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222443,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222444,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222448,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222450,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222454,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222458,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222471,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222475,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222485,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222490,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222492,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222494,"-","CHG",0,0,12,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222495,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222497,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222501,"-","CHH",0,0,13,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222502,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222512,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222514,"-","CHG",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222517,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222519,"-","CHG",0,0,15,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222521,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222527,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222529,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222538,"-","CHH",0,0,15,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222542,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222543,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222552,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222554,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222557,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222562,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222563,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222565,"-","CHG",0,0,14,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222567,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222574,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222576,"-","CHG",0,0,15,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222578,"-","CHH",0,0,15,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222582,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222584,"+","CHG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222586,"-","CHG",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222587,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222592,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222598,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222599,"-","CG",0,0,15,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222606,"-","CHH",0,0,15,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222608,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222609,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222612,"-","CHH",0,0,15,0,0,10,NA,NA,NA,0,0,6
"NC_003070.9",222613,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,5
"NC_003070.9",222620,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222621,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222625,"+","CHH",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222627,"+","CG",0,0,3,0,0,3,0,0,1,0,0,3
"NC_003070.9",222628,"-","CG",0,0,15,10,1,9,NA,NA,NA,0,0,6
"NC_003070.9",222630,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222631,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222633,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222636,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
"NC_003070.9",222637,"+","CHH",0,0,4,0,0,3,0,0,1,0,0,3
"NC_003070.9",222638,"+","CHH",0,0,5,0,0,3,0,0,1,0,0,3
"NC_003070.9",222640,"+","CHH",0,0,5,0,0,3,0,0,1,0,0,3
"NC_003070.9",222643,"-","CHH",0,0,15,0,0,11,NA,NA,NA,0,0,6
